constituency_code,candidate_party_code,candidate_votes,win,winner,assembly_code
PP97,Pakistan Tehreek-e-Insaf,37870,42669,,PP
PP97,Tehreek Labbaik Pakistan,4424,42669,,PP
PP98,Allah-O-Akbar Tehreek,2538,55690,,PP
PP98,Independent,13095,55690,,PP
PP98,Pakistan Muslim League (N),55690,55690,1,PP
PP98,Pakistan Peoples Party Parliamentarians,2583,55690,,PP
PP98,Pakistan Sunni Tehreek,1332,55690,,PP
PP98,Pakistan Tehreek-e-Insaf,44938,55690,,PP
PP98,Tehreek Labbaik Pakistan,5702,55690,,PP
PP99,Allah-O-Akbar Tehreek,5412,47684,,PP
PP99,Independent,3965,47684,,PP
PP99,Mutahida Majlis-e-Amal Pakistan,409,47684,,PP
PP99,Pakistan Muslim League (N),42739,47684,,PP
PP99,Pakistan Peoples Party Parliamentarians,1878,47684,,PP
PP99,Pakistan Sunni Tehreek,2630,47684,,PP
PP99,Pakistan Tehreek-e-Insaf,47684,47684,1,PP
PS1,Independent,5187,36896,,PS
PS1,Mutahida Majlis-e-Amal Pakistan,2163,36896,,PS
PS1,Pakistan Peoples Party Parliamentarians,25251,36896,,PS
PS1,Pakistan Tehreek-e-Insaf,36896,36896,1,PS
PS1,Tabdeeli Pasand Party (Pakistan),126,36896,,PS
PS10,Independent,3210,53627,,PS
PS10,Jamiat Ulema-e-Pakistan (Noorani),331,53627,,PS
PS10,Pakistan Peoples Party Parliamentarians,53627,53627,1,PS
PS10,Pakistan Sunni Tehreek,162,53627,,PS
PS10,Pakistan Tehreek-e-Insaf,37665,53627,,PS
PS100,All Pakistan Muslim League,258,17197,,PS
PS100,Allah-O-Akbar Tehreek,466,17197,,PS
PS100,Awami National Party,299,17197,,PS
PS100,Grand Democratic Alliance,120,17197,,PS
PS100,Independent,1871,17197,,PS
PS100,Mutahida Majlis-e-Amal Pakistan,6354,17197,,PS
PS100,Muttahida Qaumi Movement Pakistan,6612,17197,,PS
PS100,Pak Sarzameen Party,2387,17197,,PS
PS100,Pakistan Falah Party,31,17197,,PS
PS100,Pakistan Justice and Democratic Party,9,17197,,PS
PS100,Pakistan Muslim League (N),2320,17197,,PS
PS100,Pakistan Peoples Party Parliamentarians,7351,17197,,PS
PS100,Pakistan Tehreek-e-Insaf,17197,17197,1,PS
PS100,Sindh United Party,589,17197,,PS
PS100,Tehreek Labbaik Pakistan,2103,17197,,PS
PS101,All Pakistan Muslim League,131,28034,,PS
PS101,Allah-O-Akbar Tehreek,777,28034,,PS
PS101,Awami National Party,270,28034,,PS
PS101,Independent,391,28034,,PS
PS101,Mutahida Majlis-e-Amal Pakistan,7186,28034,,PS
PS101,Muttahida Qaumi Movement Pakistan,11534,28034,,PS
PS101,Pak Sarzameen Party,3636,28034,,PS
PS101,Pakistan Muslim League (N),3333,28034,,PS
PS101,Pakistan Peoples Party Parliamentarians,5121,28034,,PS
PS101,Pakistan Tehreek-e-Insaf,28034,28034,1,PS
PS101,Tehreek Labbaik Pakistan,2105,28034,,PS
PS102,All Pakistan Muslim League,215,47944,,PS
PS102,Allah-O-Akbar Tehreek,536,47944,,PS
PS102,Grand Democratic Alliance,32,47944,,PS
PS102,Independent,516,47944,,PS
PS102,Mohajir Qaumi Movement (Pakistan),104,47944,,PS
PS102,Mutahida Majlis-e-Amal Pakistan,12576,47944,,PS
PS102,Muttahida Qaumi Movement Pakistan,17337,47944,,PS
PS102,Pak Sarzameen Party,5362,47944,,PS
PS102,Pakistan Kissan Ittehad (Ch. Anwar),93,47944,,PS
PS102,Pakistan Muslim League (N),4178,47944,,PS
PS102,Pakistan Peoples Party Parliamentarians,5797,47944,,PS
PS102,Pakistan Sunni Tehreek,127,47944,,PS
PS102,Pakistan Tehreek-e-Insaf,47944,47944,1,PS
PS102,Peoples Movement of Pakistan,62,47944,,PS
PS102,Tehreek Labbaik Pakistan,5327,47944,,PS
PS103,All Pakistan Muslim League,113,41451,,PS
PS103,Allah-O-Akbar Tehreek,420,41451,,PS
PS103,Awami National Party,30,41451,,PS
PS103,Grand Democratic Alliance,976,41451,,PS
PS103,Independent,969,41451,,PS
PS103,Mohajir Qaumi Movement (Pakistan),61,41451,,PS
PS103,Mutahida Majlis-e-Amal Pakistan,17729,41451,,PS
PS103,Muttahida Qaumi Movement Pakistan,12568,41451,,PS
PS103,Pak Sarzameen Party,4072,41451,,PS
PS103,Pakistan Kissan Ittehad (Ch. Anwar),31,41451,,PS
PS103,Pakistan Muslim League (N),7365,41451,,PS
PS103,Pakistan Peoples Party Parliamentarians,4697,41451,,PS
PS103,Pakistan Tehreek-e-Insaf,41451,41451,1,PS
PS103,Tehreek Labbaik Pakistan,4121,41451,,PS
PS104,Grand Democratic Alliance,11213,27634,,PS
PS104,Independent,3398,27634,,PS
PS104,Mohajir Qaumi Movement (Pakistan),137,27634,,PS
PS104,Move on Pakistan,19,27634,,PS
PS104,Mutahida Majlis-e-Amal Pakistan,4996,27634,,PS
PS104,Muttahida Qaumi Movement Pakistan,9636,27634,,PS
PS104,Pak Sarzameen Party,912,27634,,PS
PS104,Pakistan Peoples Party Parliamentarians,27634,27634,1,PS
PS104,Pakistan Reh-e- Haq Party,82,27634,,PS
PS104,Pakistan Tehreek-e-Insaf,10207,27634,,PS
PS104,Tehreek Labbaik Pakistan,5398,27634,,PS
PS105,All Pakistan Muslim League,156,28881,,PS
PS105,Independent,2460,28881,,PS
PS105,Mohajir Qaumi Movement (Pakistan),1691,28881,,PS
PS105,Mutahida Majlis-e-Amal Pakistan,10962,28881,,PS
PS105,Muttahida Qaumi Movement Pakistan,20283,28881,,PS
PS105,Pak Sarzameen Party,3493,28881,,PS
PS105,Pakistan Muslim League (N),4481,28881,,PS
PS105,Pakistan Peoples Party Parliamentarians,3503,28881,,PS
PS105,Pakistan Tehreek-e-Insaf,28881,28881,1,PS
PS105,Tehreek Labbaik Pakistan,11753,28881,,PS
PS106,Awami National Party,398,25839,,PS
PS106,Independent,3818,25839,,PS
PS106,Mohajir Qaumi Movement (Pakistan),86,25839,,PS
PS106,Mutahida Majlis-e-Amal Pakistan,8909,25839,,PS
PS106,Muttahida Qaumi Movement Pakistan,13163,25839,,PS
PS106,Pak Sarzameen Party,3237,25839,,PS
PS106,Pakistan Muslim League (N),5227,25839,,PS
PS106,Pakistan Peoples Party Parliamentarians,6212,25839,,PS
PS106,Pakistan Tehreek-e-Insaf,25839,25839,1,PS
PS106,Tehreek Labbaik Pakistan,9659,25839,,PS
PS107,Awami National Party,349,26498,,PS
PS107,Grand Democratic Alliance,363,26498,,PS
PS107,Independent,5143,26498,,PS
PS107,Mutahida Majlis-e-Amal Pakistan,12850,26498,,PS
PS107,Muttahida Qaumi Movement Pakistan,2739,26498,,PS
PS107,Pak Sarzameen Party,489,26498,,PS
PS107,Pakistan Justice and Democratic Party,96,26498,,PS
PS107,Pakistan Muslim League (N),5177,26498,,PS
PS107,Pakistan Peoples Party (Shaheed Bhutto),831,26498,,PS
PS107,Pakistan Peoples Party Parliamentarians,15000,26498,,PS
PS107,Pakistan Reh-e- Haq Party,689,26498,,PS
PS107,Pakistan Tehreek-e-Insaf,16609,26498,,PS
PS107,Pasban Pakistan,551,26498,,PS
PS107,Tehreek Labbaik Pakistan,26498,26498,1,PS
PS108,Awami National Party,710,16821,,PS
PS108,Independent,10473,16821,,PS
PS108,Mutahida Majlis-e-Amal Pakistan,16821,16821,1,PS
PS108,Pak Sarzameen Party,1170,16821,,PS
PS108,Pakistan Muslim League (N),11113,16821,,PS
PS108,Pakistan Peoples Party (Shaheed Bhutto),435,16821,,PS
PS108,Pakistan Peoples Party Parliamentarians,12252,16821,,PS
PS108,Pakistan Reh-e- Haq Party,512,16821,,PS
PS108,Pakistan Tehreek-e-Insaf,15577,16821,,PS
PS108,Pasban Pakistan,204,16821,,PS
PS108,Tehreek-e-Labbaik Islam,7958,16821,,PS
PS109,All Pakistan Muslim League,229,25345,,PS
PS109,Grand Democratic Alliance,135,25345,,PS
PS109,Independent,598,25345,,PS
PS109,Mutahida Majlis-e-Amal Pakistan,8514,25345,,PS
PS109,Muttahida Qaumi Movement Pakistan,15188,25345,,PS
PS109,Pak Sarzameen Party,5345,25345,,PS
PS109,Pakistan Muslim League (N),4212,25345,,PS
PS109,Pakistan Peoples Party Parliamentarians,7971,25345,,PS
PS109,Pakistan Tehreek-e-Insaf,25345,25345,1,PS
PS109,Tehreek Labbaik Pakistan,19913,25345,,PS
PS11,Grand Democratic Alliance,32178,32178,1,PS
PS11,Independent,1874,32178,,PS
PS11,Jamiat Ulema-e-Pakistan (Noorani),181,32178,,PS
PS11,Majlis Wahdat-e-Muslimeen Pakistan,753,32178,,PS
PS11,Pak Sarzameen Party,107,32178,,PS
PS11,Pakistan Peoples Party (Shaheed Bhutto),870,32178,,PS
PS11,Pakistan Peoples Party Parliamentarians,21811,32178,,PS
PS11,Sindh United Party,813,32178,,PS
PS110,Awami National Party,1291,38878,,PS
PS110,Grand Democratic Alliance,61,38878,,PS
PS110,Independent,1137,38878,,PS
PS110,Mutahida Majlis-e-Amal Pakistan,6692,38878,,PS
PS110,Muttahida Qaumi Movement Pakistan,11951,38878,,PS
PS110,Pak Sarzameen Party,3795,38878,,PS
PS110,Pakistan Justice and Democratic Party,21,38878,,PS
PS110,Pakistan Muslim League (N),4473,38878,,PS
PS110,Pakistan Peoples Party Parliamentarians,14046,38878,,PS
PS110,Pakistan Reh-e- Haq Party,263,38878,,PS
PS110,Pakistan Tehreek-e-Insaf,38878,38878,1,PS
PS110,Tehreek Labbaik Pakistan,11165,38878,,PS
PS111,All Pakistan Muslim League,39,30576,,PS
PS111,Allah-O-Akbar Tehreek,260,30576,,PS
PS111,Grand Democratic Alliance,738,30576,,PS
PS111,Independent,7781,30576,,PS
PS111,Mutahida Majlis-e-Amal Pakistan,8753,30576,,PS
PS111,Muttahida Qaumi Movement Pakistan,4739,30576,,PS
PS111,Pak Sarzameen Party,2419,30576,,PS
PS111,Pakistan Justice and Democratic Party,37,30576,,PS
PS111,Pakistan Muslim League (N),6401,30576,,PS
PS111,Pakistan Peoples Party Parliamentarians,8502,30576,,PS
PS111,Pakistan Sunni Tehreek,1475,30576,,PS
PS111,Pakistan Tehreek-e-Insaf,30576,30576,1,PS
PS111,Tehreek Labbaik Pakistan,1477,30576,,PS
PS112,Allah-O-Akbar Tehreek,213,11971,,PS
PS112,Awami National Party,244,11971,,PS
PS112,Grand Democratic Alliance,267,11971,,PS
PS112,Independent,7825,11971,,PS
PS112,Mutahida Majlis-e-Amal Pakistan,3587,11971,,PS
PS112,Muttahida Qaumi Movement Pakistan,775,11971,,PS
PS112,Pak Sarzameen Party,1843,11971,,PS
PS112,Pakistan Muslim League (N),7298,11971,,PS
PS112,Pakistan Peoples Party Parliamentarians,11971,11971,1,PS
PS112,Pakistan Reh-e- Haq Party,720,11971,,PS
PS112,Pakistan Tehreek-e-Insaf,9393,11971,,PS
PS112,Tehreek Labbaik Pakistan,4276,11971,,PS
PS113,Awami National Party,6792,18685,,PS
PS113,Independent,3564,18685,,PS
PS113,Mutahida Majlis-e-Amal Pakistan,3028,18685,,PS
PS113,Muttahida Qaumi Movement Pakistan,224,18685,,PS
PS113,Pak Sarzameen Party,423,18685,,PS
PS113,Pakistan Muslim League (N),3911,18685,,PS
PS113,Pakistan Muslim League SHER-E-BANGAL A.K. Fazal-Ul-Haque,153,18685,,PS
PS113,Pakistan Peoples Party Parliamentarians,14967,18685,,PS
PS113,Pakistan Reh-e- Haq Party,2344,18685,,PS
PS113,Pakistan Sunni Tehreek,106,18685,,PS
PS113,Pakistan Tehreek-e-Insaf,18685,18685,1,PS
PS113,Pasban Pakistan,32,18685,,PS
PS113,Tehreek Labbaik Pakistan,8911,18685,,PS
PS114,Awami National Party,597,13324,,PS
PS114,Independent,2046,13324,,PS
PS114,Mohajir Qaumi Movement (Pakistan),76,13324,,PS
PS114,Mutahida Majlis-e-Amal Pakistan,8855,13324,,PS
PS114,Muttahida Qaumi Movement Pakistan,12129,13324,,PS
PS114,Pak Sarzameen Party,2605,13324,,PS
PS114,Pakistan Muslim League (N),9227,13324,,PS
PS114,Pakistan Peoples Party Parliamentarians,11730,13324,,PS
PS114,Pakistan Sunni Tehreek,47,13324,,PS
PS114,Pakistan Tehreek-e-Insaf,13324,13324,1,PS
PS114,Tehreek Labbaik Pakistan,5856,13324,,PS
PS115,All Pakistan Muslim League,214,21596,,PS
PS115,Awami National Party,1809,21596,,PS
PS115,Independent,2424,21596,,PS
PS115,Mutahida Majlis-e-Amal Pakistan,6227,21596,,PS
PS115,Muttahida Qaumi Movement Pakistan,10404,21596,,PS
PS115,Pak Sarzameen Party,1538,21596,,PS
PS115,Pakistan Muslim League (N),13449,21596,,PS
PS115,Pakistan Peoples Party Parliamentarians,7009,21596,,PS
PS115,Pakistan Tehreek-e-Insaf,15068,21596,,PS
PS115,Tehreek Labbaik Pakistan,21596,21596,1,PS
PS116,Awami National Party,2109,9966,,PS
PS116,Grand Democratic Alliance,52,9966,,PS
PS116,Independent,1569,9966,,PS
PS116,Mutahida Majlis-e-Amal Pakistan,5306,9966,,PS
PS116,Muttahida Qaumi Movement Pakistan,1307,9966,,PS
PS116,Pak Sarzameen Party,371,9966,,PS
PS116,Pakistan Muslim League (N),9711,9966,,PS
PS116,Pakistan Peoples Party Parliamentarians,1904,9966,,PS
PS116,Pakistan Reh-e- Haq Party,175,9966,,PS
PS116,Pakistan Tehreek-e-Insaf,9966,9966,1,PS
PS116,Tehreek Labbaik Pakistan,2373,9966,,PS
PS117,All Pakistan Muslim League,1854,25441,,PS
PS117,Allah-O-Akbar Tehreek,387,25441,,PS
PS117,Independent,1364,25441,,PS
PS117,Mutahida Majlis-e-Amal Pakistan,13961,25441,,PS
PS117,Muttahida Qaumi Movement Pakistan,25441,25441,1,PS
PS117,Pak Sarzameen Party,3472,25441,,PS
PS117,Pakistan Muslim League (N),1984,25441,,PS
PS117,Pakistan Peoples Party Parliamentarians,3653,25441,,PS
PS117,Pakistan Tehreek-e-Insaf,16371,25441,,PS
PS117,Pasban Pakistan,201,25441,,PS
PS117,Peoples Muslim League (Pakistan),25,25441,,PS
PS117,Tehreek Labbaik Pakistan,17074,25441,,PS
PS119,All Pakistan Muslim League,868,23532,,PS
PS119,Allah-O-Akbar Tehreek,313,23532,,PS
PS119,Awami National Party,649,23532,,PS
PS119,Grand Democratic Alliance,137,23532,,PS
PS119,Independent,1634,23532,,PS
PS119,Mutahida Majlis-e-Amal Pakistan,7514,23532,,PS
PS119,Muttahida Qaumi Movement Pakistan,23532,23532,1,PS
PS119,Pak Sarzameen Party,2989,23532,,PS
PS119,Pakistan Muslim Alliance,1368,23532,,PS
PS119,Pakistan Muslim League (N),2349,23532,,PS
PS119,Pakistan Peoples Party Parliamentarians,7733,23532,,PS
PS119,Pakistan Tehreek-e-Insaf,12841,23532,,PS
PS119,Tehreek Labbaik Pakistan,11746,23532,,PS
PS12,Grand Democratic Alliance,22626,48997,,PS
PS12,Independent,9961,48997,,PS
PS12,Pak Sarzameen Party,32,48997,,PS
PS12,Pakistan Peoples Party Parliamentarians,48997,48997,1,PS
PS12,Pakistan Tehreek-e-Insaf,1849,48997,,PS
PS120,Allah-O-Akbar Tehreek,221,14561,,PS
PS120,Awami National Party,5404,14561,,PS
PS120,Grand Democratic Alliance,134,14561,,PS
PS120,Independent,4571,14561,,PS
PS120,Mutahida Majlis-e-Amal Pakistan,10087,14561,,PS
PS120,Muttahida Qaumi Movement Pakistan,12110,14561,,PS
PS120,Pak Sarzameen Party,1951,14561,,PS
PS120,Pakhtoonkhwa Milli Awami Party,209,14561,,PS
PS120,Pakistan Muslim League (N),2891,14561,,PS
PS120,Pakistan Peoples Party Parliamentarians,3770,14561,,PS
PS120,Pakistan Reh-e- Haq Party,3553,14561,,PS
PS120,Pakistan Tehreek-e-Insaf,14561,14561,1,PS
PS120,Tehreek Labbaik Pakistan,3688,14561,,PS
PS121,Grand Democratic Alliance,80,9936,,PS
PS121,Independent,869,9936,,PS
PS121,Mohajir Qaumi Movement (Pakistan),47,9936,,PS
PS121,Mutahida Majlis-e-Amal Pakistan,4606,9936,,PS
PS121,Muttahida Qaumi Movement Pakistan,9936,9936,1,PS
PS121,Pak Sarzameen Party,3024,9936,,PS
PS121,Pakistan Muslim League,1855,9936,,PS
PS121,Pakistan Muslim League (N),2436,9936,,PS
PS121,Pakistan Peoples Party Parliamentarians,6673,9936,,PS
PS121,Pakistan Tehreek-e-Insaf,9469,9936,,PS
PS121,Tehreek Labbaik Pakistan,4620,9936,,PS
PS122,All Pakistan Muslim League,182,6241,,PS
PS122,Independent,2106,6241,,PS
PS122,Jamiyat Ulma-e-Islam Pakistan(S),828,6241,,PS
PS122,Mohajir Qaumi Movement (Pakistan),32,6241,,PS
PS122,Mutahida Majlis-e-Amal Pakistan,3826,6241,,PS
PS122,Muttahida Qaumi Movement Pakistan,5476,6241,,PS
PS122,Pak Sarzameen Party,1978,6241,,PS
PS122,Pakistan Muslim Alliance,330,6241,,PS
PS122,Pakistan Muslim League (N),2384,6241,,PS
PS122,Pakistan Muslim League SHER-E-BANGAL A.K. Fazal-Ul-Haque,404,6241,,PS
PS122,Pakistan Peoples Party Parliamentarians,2643,6241,,PS
PS122,Pakistan Tehreek-e-Insaf,6241,6241,1,PS
PS122,Tehreek Labbaik Pakistan,2930,6241,,PS
PS122,Tehrik Jawanan Pakistan,311,6241,,PS
PS123,All Pakistan Muslim League,684,28030,,PS
PS123,Grand Democratic Alliance,164,28030,,PS
PS123,Independent,1527,28030,,PS
PS123,Mohajir Qaumi Movement (Pakistan),35,28030,,PS
PS123,Mutahida Majlis-e-Amal Pakistan,6483,28030,,PS
PS123,Muttahida Qaumi Movement Pakistan,28030,28030,1,PS
PS123,Pak Sarzameen Party,7959,28030,,PS
PS123,Pakistan Kissan Ittehad (Ch. Anwar),102,28030,,PS
PS123,Pakistan Muslim League (N),3504,28030,,PS
PS123,Pakistan Peoples Party Parliamentarians,1145,28030,,PS
PS123,Pakistan Sunni Tehreek,148,28030,,PS
PS123,Pakistan Tehreek-e-Insaf,20574,28030,,PS
PS123,Peoples Movement of Pakistan,71,28030,,PS
PS123,Tehreek Labbaik Pakistan,6739,28030,,PS
PS124,Awami National Party,68,26162,,PS
PS124,Independent,1267,26162,,PS
PS124,Jamiat Ulema-e-Pakistan (Noorani),320,26162,,PS
PS124,Mohajir Qaumi Movement (Pakistan),178,26162,,PS
PS124,Mutahida Majlis-e-Amal Pakistan,4138,26162,,PS
PS124,Muttahida Qaumi Movement Pakistan,26162,26162,1,PS
PS124,Pak Sarzameen Party,7605,26162,,PS
PS124,Pakistan Muslim League (N),2209,26162,,PS
PS124,Pakistan Peoples Party Parliamentarians,2211,26162,,PS
PS124,Pakistan Sunni Tehreek,947,26162,,PS
PS124,Pakistan Tehreek-e-Insaf,11198,26162,,PS
PS124,Pasban Pakistan,424,26162,,PS
PS124,Tehreek Labbaik Pakistan,17909,26162,,PS
PS125,All Pakistan Muslim League,934,30687,,PS
PS125,Independent,2431,30687,,PS
PS125,Jamiat Ulema-e-Pakistan (Noorani),29,30687,,PS
PS125,Majlis Wahdat-e-Muslimeen Pakistan,532,30687,,PS
PS125,Mohajir Qaumi Movement (Pakistan),258,30687,,PS
PS125,Mutahida Majlis-e-Amal Pakistan,15853,30687,,PS
PS125,Muttahida Qaumi Movement Pakistan,26818,30687,,PS
PS125,Pak Sarzameen Party,6574,30687,,PS
PS125,Pakistan Peoples Party Parliamentarians,2162,30687,,PS
PS125,Pakistan Tehreek-e-Insaf,30687,30687,1,PS
PS125,Tehreek Labbaik Pakistan,13240,30687,,PS
PS126,Allah-O-Akbar Tehreek,1383,30337,,PS
PS126,Independent,1281,30337,,PS
PS126,Mohajir Qaumi Movement (Pakistan),80,30337,,PS
PS126,Mutahida Majlis-e-Amal Pakistan,12420,30337,,PS
PS126,Muttahida Qaumi Movement Pakistan,25068,30337,,PS
PS126,Pak Sarzameen Party,6184,30337,,PS
PS126,Pakistan Muslim Alliance,506,30337,,PS
PS126,Pakistan Muslim League (N),1811,30337,,PS
PS126,Pakistan Peoples Party Parliamentarians,1533,30337,,PS
PS126,Pakistan Tehreek-e-Insaf,30337,30337,1,PS
PS126,Tehreek Labbaik Pakistan,16014,30337,,PS
PS127,All Pakistan Muslim League,1174,29939,,PS
PS127,Awami National Party,503,29939,,PS
PS127,Independent,1051,29939,,PS
PS127,Mohajir Qaumi Movement (Pakistan),189,29939,,PS
PS127,Mutahida Majlis-e-Amal Pakistan,3676,29939,,PS
PS127,Muttahida Qaumi Movement Pakistan,29939,29939,1,PS
PS127,Pak Sarzameen Party,6383,29939,,PS
PS127,Pakistan Muslim Alliance,658,29939,,PS
PS127,Pakistan Muslim League (N),2922,29939,,PS
PS127,Pakistan Peoples Party Parliamentarians,3740,29939,,PS
PS127,Pakistan Tehreek-e-Insaf,14424,29939,,PS
PS127,Pasban Pakistan,77,29939,,PS
PS127,Tehreek Labbaik Pakistan,12973,29939,,PS
PS128,All Pakistan Muslim League,1554,29482,,PS
PS128,Allah-O-Akbar Tehreek,358,29482,,PS
PS128,Awami National Party,801,29482,,PS
PS128,Grand Democratic Alliance,256,29482,,PS
PS128,Independent,457,29482,,PS
PS128,Mohajir Qaumi Movement (Pakistan),76,29482,,PS
PS128,Mutahida Majlis-e-Amal Pakistan,8871,29482,,PS
PS128,Muttahida Qaumi Movement Pakistan,29482,29482,1,PS
PS128,Pak Sarzameen Party,6473,29482,,PS
PS128,Pakistan Muslim League (N),4015,29482,,PS
PS128,Pakistan Peoples Party Parliamentarians,4953,29482,,PS
PS128,Pakistan Tehreek-e-Insaf,27769,29482,,PS
PS128,Peoples Movement of Pakistan,34,29482,,PS
PS128,Tehreek Labbaik Pakistan,8859,29482,,PS
PS129,All Pakistan Muslim League,367,39101,,PS
PS129,Allah-O-Akbar Tehreek,1012,39101,,PS
PS129,Awami National Party,1845,39101,,PS
PS129,Grand Democratic Alliance,159,39101,,PS
PS129,Independent,352,39101,,PS
PS129,Mutahida Majlis-e-Amal Pakistan,14246,39101,,PS
PS129,Muttahida Qaumi Movement Pakistan,17697,39101,,PS
PS129,Pak Sarzameen Party,6771,39101,,PS
PS129,Pakistan Muslim League,49,39101,,PS
PS129,Pakistan Muslim League (N),3973,39101,,PS
PS129,Pakistan Peoples Party Parliamentarians,6344,39101,,PS
PS129,Pakistan Tehreek-e-Insaf,39101,39101,1,PS
PS129,Pasban Pakistan,52,39101,,PS
PS129,Tehreek Labbaik Pakistan,2705,39101,,PS
PS13,Grand Democratic Alliance,44234,46122,,PS
PS13,Independent,1647,46122,,PS
PS13,Muttahida Qaumi Movement Pakistan,150,46122,,PS
PS13,Pakistan Peoples Party Parliamentarians,46122,46122,1,PS
PS13,Pakistan Tehreek-e-Insaf,6713,46122,,PS
PS13,Pakistan Tehreek-e-Insaf-Gulalai,73,46122,,PS
PS13,Sindh United Party,542,46122,,PS
PS130,All Pakistan Muslim League,496,38353,,PS
PS130,Awami National Party,491,38353,,PS
PS130,Independent,335,38353,,PS
PS130,Mutahida Majlis-e-Amal Pakistan,10768,38353,,PS
PS130,Muttahida Qaumi Movement Pakistan,33984,38353,,PS
PS130,National Party,281,38353,,PS
PS130,Pak Sarzameen Party,9178,38353,,PS
PS130,Pakistan Falah Party,30,38353,,PS
PS130,Pakistan Muslim League (N),2524,38353,,PS
PS130,Pakistan Peoples Party Parliamentarians,2625,38353,,PS
PS130,Pakistan Tehreek-e-Insaf,38353,38353,1,PS
PS130,Pasban Pakistan,124,38353,,PS
PS130,Tehreek Labbaik Pakistan,5047,38353,,PS
PS14,Grand Democratic Alliance,10350,32386,,PS
PS14,Independent,7094,32386,,PS
PS14,Mutahida Majlis-e-Amal Pakistan,3522,32386,,PS
PS14,Pakistan Peoples Party Parliamentarians,32386,32386,1,PS
PS14,Pakistan Tehreek-e-Insaf,7729,32386,,PS
PS14,Sindh United Party,425,32386,,PS
PS14,Tehreek Labbaik Pakistan,560,32386,,PS
PS15,Grand Democratic Alliance,18815,40219,,PS
PS15,Independent,5109,40219,,PS
PS15,Majlis Wahdat-e-Muslimeen Pakistan,995,40219,,PS
PS15,Pakistan Peoples Party Parliamentarians,40219,40219,1,PS
PS16,Independent,1860,42168,,PS
PS16,Pakistan Peoples Party (Shaheed Bhutto),2546,42168,,PS
PS16,Pakistan Peoples Party Parliamentarians,42168,42168,1,PS
PS17,Awami Workers Party,924,40074,,PS
PS17,Grand Democratic Alliance,1361,40074,,PS
PS17,Independent,4423,40074,,PS
PS17,Mutahida Majlis-e-Amal Pakistan,3066,40074,,PS
PS17,Pakistan Peoples Party (Shaheed Bhutto),1947,40074,,PS
PS17,Pakistan Peoples Party Parliamentarians,40074,40074,1,PS
PS17,Pakistan Tehreek-e-Insaf,7067,40074,,PS
PS18,All Pakistan Muslim League,67,50272,,PS
PS18,Independent,2881,50272,,PS
PS18,Mutahida Majlis-e-Amal Pakistan,9634,50272,,PS
PS18,Pakistan Muslim League (N),1034,50272,,PS
PS18,Pakistan Peoples Party Parliamentarians,39295,50272,,PS
PS18,Pakistan Reh-e- Haq Party,345,50272,,PS
PS18,Pakistan Tehreek-e-Insaf,50272,50272,1,PS
PS19,Grand Democratic Alliance,42244,45434,,PS
PS19,Independent,10623,45434,,PS
PS19,Mutahida Majlis-e-Amal Pakistan,1845,45434,,PS
PS19,Pakistan Muslim League (N),384,45434,,PS
PS19,Pakistan Peoples Party Parliamentarians,45434,45434,1,PS
PS2,Grand Democratic Alliance,164,30174,,PS
PS2,Independent,2008,30174,,PS
PS2,Mutahida Majlis-e-Amal Pakistan,11111,30174,,PS
PS2,Pakistan Peoples Party (Shaheed Bhutto),210,30174,,PS
PS2,Pakistan Peoples Party Parliamentarians,30174,30174,1,PS
PS2,Pakistan Tehreek-e-Insaf,23312,30174,,PS
PS2,Sindh United Party,87,30174,,PS
PS2,Tabdeeli Pasand Party (Pakistan),116,30174,,PS
PS20,Grand Democratic Alliance,41496,41496,1,PS
PS20,Independent,4690,41496,,PS
PS20,Mutahida Majlis-e-Amal Pakistan,9584,41496,,PS
PS20,Pakistan Muslim League (N),390,41496,,PS
PS20,Pakistan Peoples Party Parliamentarians,12671,41496,,PS
PS21,Independent,9392,32195,,PS
PS21,Jamiat Ulema-e-Pakistan (Noorani),750,32195,,PS
PS21,Mutahida Majlis-e-Amal Pakistan,28537,32195,,PS
PS21,Muttahida Qaumi Movement Pakistan,221,32195,,PS
PS21,Pak Sarzameen Party,115,32195,,PS
PS21,Pakistan Peoples Party Parliamentarians,32195,32195,1,PS
PS21,Pakistan Tehreek-e-Insaf,12268,32195,,PS
PS21,Sindh United Party,518,32195,,PS
PS21,Tabdeeli Pasand Party (Pakistan),1247,32195,,PS
PS22,Grand Democratic Alliance,25745,32971,,PS
PS22,Independent,1852,32971,,PS
PS22,Mutahida Majlis-e-Amal Pakistan,14201,32971,,PS
PS22,Pakistan Muslim League (N),243,32971,,PS
PS22,Pakistan Peoples Party Parliamentarians,32971,32971,1,PS
PS22,Pakistan Reh-e- Haq Party,192,32971,,PS
PS23,All Pakistan Muslim League,93,43721,,PS
PS23,Grand Democratic Alliance,36580,43721,,PS
PS23,Independent,2649,43721,,PS
PS23,Mutahida Majlis-e-Amal Pakistan,3491,43721,,PS
PS23,Pak Sarzameen Party,266,43721,,PS
PS23,Pakistan Peoples Party Parliamentarians,43721,43721,1,PS
PS23,Pakistan Reh-e- Haq Party,456,43721,,PS
PS24,Allah-O-Akbar Tehreek,114,33992,,PS
PS24,Grand Democratic Alliance,2838,33992,,PS
PS24,Independent,6966,33992,,PS
PS24,Mutahida Majlis-e-Amal Pakistan,10424,33992,,PS
